IP Address,IP Type,MAC Address,Host Name,User Full Name, Lease Time,Description
128.59.218.213,dynamic,,,,,
128.59.218.214,dynamic,,,,,
128.59.218.215,dynamic,,,,,
128.59.218.216,dynamic,,,,,
128.59.218.217,dynamic,,,,,
128.59.218.218,static,00:01:E6:01:6E:43,OP_COLOR,Operations,,Network Printer - OP_COLOR
128.59.218.219,dynamic,,,,,
128.59.218.220,dynamic,,,,,
128.59.218.221,dynamic,,,,,
128.59.218.222,dynamic,,,,,
128.59.218.223,dynamic,,,,,
128.59.218.224,dynamic,,,,,
128.59.218.225,dynamic,,,,,
128.59.218.226,dynamic,,,,,
128.59.218.227,dynamic,,,,,
128.59.218.228,dynamic,,,,,
128.59.218.229,dynamic,,,,,
128.59.218.230,static,08:00:3E:29:E9:51,DEANS_3,Dean's Off,,Network Printer - DEANS_3 (Xerox)
128.59.218.231,dynamic,,,,,
128.59.218.232,dynamic,,,,,
128.59.218.233,dynamic,,,,,
128.59.218.234,dynamic,,,,,
128.59.218.235,dynamic,,,,,
128.59.218.236,static,,,cis,,Switch
128.59.218.237,static,,,cis,,Switch
128.59.218.238,free,,,,,unused by CIS
128.59.218.239,static,,,cis,,Switch
128.59.218.240,free,,,,,unused by CIS
128.59.218.241,static,,,cis,,Switch
128.59.218.242,free,,,,,unused by CIS
128.59.218.243,static,,,cis,,Switch
128.59.218.244,static,,,cis,,Switch
128.59.218.245,static,,,cis,,Switch
128.59.218.246,free,,,,,unused by CIS
128.59.218.247,static,,,cis,,Switch
128.59.218.248,free,,,,,unused by CIS
128.59.218.249,static,,,cis,,Switch
128.59.218.250,free,,,,,unused by CIS
128.59.218.251,free,,,,,unused by CIS
128.59.218.252,free,,,,,unused by CIS
128.59.218.253,free,,,,,unused by CIS
128.59.218.254,free,,,,,unused by CIS
